BAS date epoch year locations length length_sigma transverse transverse_sigma horizontal horizonntal_sigma
BAS_LCL: 04DEC14XA EPOCH: 2004.95612 NYALES20/WETTZELL 3283002123.9 1.49 -0.61 1.15 -1.11 1.88
BAS_LCL: 04DEC16XE EPOCH: 2004.96173 NYALES20/WETTZELL 3283002123.56 1.49 0.67 1.60 18.07 4.58
BAS_LCL: 04DEC20XA EPOCH: 2004.9725 NYALES20/WETTZELL 3283002121.57 1.60 2.50 1.42 9.48 4.25
BAS_LCL: 04DEC22XE EPOCH: 2004.97815 NYALES20/WETTZELL 3283002125.32 1.91 -3.45 1.90 13.77 5.38
BAS_LCL: 04DEC29XE EPOCH: 2004.99732 NYALES20/WETTZELL 3283002125.82 1.58 2.77 1.78 16.12 4.8
BAS_LCL: 05JAN06XE EPOCH: 2005.01921 NYALES20/WETTZELL 3283002121.09 1.84 -1.56 2.08 20.06 5.39
BAS_LCL: 05JAN13XE EPOCH: 2005.03838 NYALES20/WETTZELL 3283002117.15 2.00 -6.07 1.86 10.74 6.12
BAS_LCL: 05JAN19XA EPOCH: 2005.05475 NYALES20/WETTZELL 3283002124.37 1.08 -0.89 1.26 10.65 3.31
BAS_LCL: 05JAN20XE EPOCH: 2005.05755 NYALES20/WETTZELL 3283002130.94 4.00 1.27 2.64 -18.74 10.99
BAS_LCL: 05JAN27XE EPOCH: 2005.07672 NYALES20/WETTZELL 3283002118.53 2.11 -7.97 3.47 8.12 6.52
BAS_LCL: 05FEB01XH EPOCH: 2005.09028 NYALES20/WETTZELL 3283002128.03 3.81 -4.39 3.18 26.45 10.18
BAS_LCL: 05FEB03XE EPOCH: 2005.09588 NYALES20/WETTZELL 3283002121.93 1.46 4.33 1.67 21.06 4.15
BAS_LCL: 05FEB08XA EPOCH: 2005.10945 NYALES20/WETTZELL 3283002119.86 0.87 4.17 1.11 32.32 2.68
BAS_LCL: 05FEB10XE EPOCH: 2005.11504 NYALES20/WETTZELL 3283002121.37 1.47 -4.03 1.26 20.56 4.63
BAS_LCL: 05FEB17XE EPOCH: 2005.13421 NYALES20/WETTZELL 3283002122.09 1.25 3.98 1.41 24.44 3.94
BAS_LCL: 05FEB24XE EPOCH: 2005.15337 NYALES20/WETTZELL 3283002120.42 1.54 -2.56 2.25 16.85 4.44
BAS_LCL: 05MAR03XE EPOCH: 2005.17254 NYALES20/WETTZELL 3283002124.17 1.37 8.58 2.44 20.02 4.38
BAS_LCL: 05MAR10XE EPOCH: 2005.1917 NYALES20/WETTZELL 3283002120.67 1.19 0.92 2.39 13.56 3.83
BAS_LCL: 05MAR22XA EPOCH: 2005.22443 NYALES20/WETTZELL 3283002119.6 1.30 -0.28 1.33 5.93 3.25
BAS_LCL: 05MAR30XA EPOCH: 2005.2464 NYALES20/WETTZELL 3283002120.87 0.86 8.30 1.08 -3.55 2.77
BAS_LCL: 05MAR31XE EPOCH: 2005.2492 NYALES20/WETTZELL 3283002120.21 1.36 0.99 2.15 6.01 4.33
BAS_LCL: 05APR06XA EPOCH: 2005.26556 NYALES20/WETTZELL 3283002123.46 0.98 9.25 1.42 16.99 3.29
BAS_LCL: 05APR07XE EPOCH: 2005.26836 NYALES20/WETTZELL 3283002121.51 1.28 -0.59 1.89 15.94 3.88
BAS_LCL: 05APR11XA EPOCH: 2005.27914 NYALES20/WETTZELL 3283002121.22 1.01 -0.21 1.07 -4.03 3.08
BAS_LCL: 05APR14XE EPOCH: 2005.28753 NYALES20/WETTZELL 3283002122.33 1.42 2.93 2.46 21.06 4.79
BAS_LCL: 05APR21XE EPOCH: 2005.30669 NYALES20/WETTZELL 3283002121.74 1.17 0.40 1.65 9.62 3.87
BAS_LCL: 05APR28XE EPOCH: 2005.32585 NYALES20/WETTZELL 3283002122.71 1.53 5.61 2.10 -4.10 5.12
BAS_LCL: 05MAY09XA EPOCH: 2005.3558 NYALES20/WETTZELL 3283002120.87 0.97 1.02 1.96 7.46 3.28
BAS_LCL: 05MAY12XE EPOCH: 2005.36419 NYALES20/WETTZELL 3283002119.47 1.31 -2.11 1.58 -3.21 4.06
BAS_LCL: 05MAY18XA EPOCH: 2005.38055 NYALES20/WETTZELL 3283002120.53 0.84 12.51 1.22 16.62 2.8
BAS_LCL: 05MAY19XE EPOCH: 2005.38335 NYALES20/WETTZELL 3283002125.38 1.56 0.91 1.30 6.67 4.45
BAS_LCL: 05MAY26XE EPOCH: 2005.40252 NYALES20/WETTZELL 3283002125.77 1.36 2.52 1.69 13.25 4.3
BAS_LCL: 05JUN02XE EPOCH: 2005.42168 NYALES20/WETTZELL 3283002122.24 1.50 1.96 1.85 14.07 4.69
BAS_LCL: 05JUN09XE EPOCH: 2005.44085 NYALES20/WETTZELL 3283002124.49 1.60 6.92 4.16 5.72 5.03
BAS_LCL: 05JUN16XE EPOCH: 2005.46001 NYALES20/WETTZELL 3283002123.89 1.48 1.05 1.74 -3.76 4.72
BAS_LCL: 05JUN21XA EPOCH: 2005.47358 NYALES20/WETTZELL 3283002119.85 1.06 6.12 1.22 7.44 2.83
BAS_LCL: 05JUN23XE EPOCH: 2005.47918 NYALES20/WETTZELL 3283002125.57 1.65 6.23 1.74 -15.87 5.27
BAS_LCL: 05JUN28XH EPOCH: 2005.49274 NYALES20/WETTZELL 3283002123.63 2.47 -10.32 3.62 13.40 7.34
BAS_LCL: 05JUN30XE EPOCH: 2005.49834 NYALES20/WETTZELL 3283002120.9 1.90 -0.48 2.10 0.82 6.13
BAS_LCL: 05JUL04XA EPOCH: 2005.50854 NYALES20/WETTZELL 3283002126.9 2.37 -0.03 1.26 -11.48 3.47
BAS_LCL: 05JUL05XA EPOCH: 2005.51186 NYALES20/WETTZELL 3283002122.13 1.45 2.19 1.40 14.27 3.96
BAS_LCL: 05JUL07XE EPOCH: 2005.51751 NYALES20/WETTZELL 3283002120.14 1.55 8.73 2.05 -5.63 5.41
BAS_LCL: 05JUL11XA EPOCH: 2005.52828 NYALES20/WETTZELL 3283002118.12 2.05 -0.31 1.60 13.49 5.38
BAS_LCL: 05JUL12XA EPOCH: 2005.53107 NYALES20/WETTZELL 3283002122.7 0.98 5.17 1.22 0.84 2.99
BAS_LCL: 05JUL14XE EPOCH: 2005.53667 NYALES20/WETTZELL 3283002125.17 1.49 6.87 1.60 -5.59 4.97
BAS_LCL: 05JUL21XE EPOCH: 2005.55584 NYALES20/WETTZELL 3283002125.67 1.44 3.79 1.46 5.47 4.54
BAS_LCL: 05AUG11XE EPOCH: 2005.61333 NYALES20/WETTZELL 3283002122.15 1.48 -3.09 1.84 2.88 5.03
BAS_LCL: 05AUG17XA EPOCH: 2005.6297 NYALES20/WETTZELL 3283002123.49 1.11 2.20 1.15 17.09 3.16
BAS_LCL: 05AUG18XE EPOCH: 2005.6325 NYALES20/WETTZELL 3283002125.32 1.41 6.59 1.56 19.96 4.7
BAS_LCL: 05AUG25XE EPOCH: 2005.65166 NYALES20/WETTZELL 3283002125.72 1.45 -1.85 1.60 6.33 5.04
BAS_LCL: 05SEP01XE EPOCH: 2005.67083 NYALES20/WETTZELL 3283002130.4 1.34 3.81 1.74 8.87 4.68
BAS_LCL: 05SEP05XA EPOCH: 2005.68103 NYALES20/WETTZELL 3283002126.02 2.43 7.29 1.84 3.33 2.28
BAS_LCL: 05SEP06XA EPOCH: 2005.68434 NYALES20/WETTZELL 3283002125.49 1.73 -4.76 1.90 22.71 6.08
BAS_LCL: 05SEP08XE EPOCH: 2005.68999 NYALES20/WETTZELL 3283002124.1 1.42 3.43 1.44 -4.96 4.38
BAS_LCL: 05SEP12XA EPOCH: 2005.70074 NYALES20/WETTZELL 3283002122.87 0.88 1.03 0.74 8.26 2.61
BAS_LCL: 05SEP13XA EPOCH: 2005.70348 NYALES20/WETTZELL 3283002124.41 0.91 0.23 1.78 12.25 2.9
BAS_LCL: 05SEP14XA EPOCH: 2005.70622 NYALES20/WETTZELL 3283002124.13 1.10 -0.75 0.82 21.96 3.06
BAS_LCL: 05SEP15XA EPOCH: 2005.70896 NYALES20/WETTZELL 3283002122.88 1.01 1.67 0.88 20.84 2.97
BAS_LCL: 05SEP16XA EPOCH: 2005.71169 NYALES20/WETTZELL 3283002127.58 0.87 0.97 0.72 11.70 2.67
BAS_LCL: 05SEP17XA EPOCH: 2005.71443 NYALES20/WETTZELL 3283002123.75 0.82 5.08 0.79 11.46 2.42
BAS_LCL: 05SEP18XA EPOCH: 2005.71717 NYALES20/WETTZELL 3283002120.05 0.84 -1.47 0.71 10.39 2.5
BAS_LCL: 05SEP19XA EPOCH: 2005.71991 NYALES20/WETTZELL 3283002123.76 0.92 0.71 0.75 -2.87 2.72
BAS_LCL: 05SEP20XA EPOCH: 2005.72267 NYALES20/WETTZELL 3283002123.36 0.98 -2.89 0.82 11.95 2.8
BAS_LCL: 05SEP21XA EPOCH: 2005.72538 NYALES20/WETTZELL 3283002123.66 0.78 0.63 0.67 13.28 2.33
BAS_LCL: 05SEP22XA EPOCH: 2005.72812 NYALES20/WETTZELL 3283002125.91 0.79 3.22 0.72 2.70 2.35
BAS_LCL: 05SEP23XA EPOCH: 2005.73086 NYALES20/WETTZELL 3283002125.38 0.82 2.36 0.72 5.87 2.56
BAS_LCL: 05SEP24XA EPOCH: 2005.7336 NYALES20/WETTZELL 3283002123.26 0.84 2.01 0.68 10.44 2.54
BAS_LCL: 05SEP25XA EPOCH: 2005.73634 NYALES20/WETTZELL 3283002126.39 0.81 1.30 0.69 10.99 2.42
BAS_LCL: 05SEP26XA EPOCH: 2005.73908 NYALES20/WETTZELL 3283002125.67 0.93 -1.08 0.76 16.89 2.71
BAS_LCL: 05SEP29XE EPOCH: 2005.74749 NYALES20/WETTZELL 3283002126.72 1.84 3.31 1.67 21.38 5.57
BAS_LCL: 05OCT06XE EPOCH: 2005.76665 NYALES20/WETTZELL 3283002126.7 1.47 2.27 1.42 2.10 4.94
BAS_LCL: 05OCT13XE EPOCH: 2005.78582 NYALES20/WETTZELL 3283002123.92 1.21 4.72 1.75 14.83 3.92
BAS_LCL: 05OCT24XA EPOCH: 2005.81576 NYALES20/WETTZELL 3283002125.66 1.23 3.65 2.08 21.07 3.76
BAS_LCL: 05OCT27XE EPOCH: 2005.82414 NYALES20/WETTZELL 3283002123.43 1.32 6.42 1.68 8.78 4.21
BAS_LCL: 05NOV03XE EPOCH: 2005.84331 NYALES20/WETTZELL 3283002127.14 1.52 -2.51 1.93 3.09 5.38
BAS_LCL: 05NOV07XA EPOCH: 2005.85408 NYALES20/WETTZELL 3283002124.18 1.29 3.31 1.75 12.22 3.96
BAS_LCL: 05NOV10XE EPOCH: 2005.86248 NYALES20/WETTZELL 3283002126.47 1.32 9.00 1.79 19.09 4.3
BAS_LCL: 05NOV14XA EPOCH: 2005.87328 NYALES20/WETTZELL 3283002127.95 0.93 2.24 1.06 10.16 2.76
BAS_LCL: 05NOV15XA EPOCH: 2005.87605 NYALES20/WETTZELL 3283002127.1 0.68 7.00 0.93 17.34 2.25
BAS_LCL: 05NOV17XE EPOCH: 2005.88164 NYALES20/WETTZELL 3283002122.06 1.53 -0.92 1.40 2.61 5.06
BAS_LCL: 05NOV22XE EPOCH: 2005.89533 NYALES20/WETTZELL 3283002124.64 1.29 1.71 1.23 10.26 3.78
BAS_LCL: 05NOV29XH EPOCH: 2005.91442 NYALES20/WETTZELL 3283002123.19 2.41 -2.00 1.83 4.16 7.33
BAS_LCL: 05DEC01XE EPOCH: 2005.91997 NYALES20/WETTZELL 3283002127.63 1.13 0.67 1.40 9.25 3.49
BAS_LCL: 05DEC05XA EPOCH: 2005.93074 NYALES20/WETTZELL 3283002125.45 1.40 3.49 1.11 12.90 3.86
BAS_LCL: 05DEC07XA EPOCH: 2005.93634 NYALES20/WETTZELL 3283002122.11 0.75 7.15 0.91 4.20 2.22
BAS_LCL: 05DEC08XE EPOCH: 2005.93914 NYALES20/WETTZELL 3283002119.77 1.23 3.11 1.26 -1.01 3.59
BAS_LCL: 05DEC13XA EPOCH: 2005.9527 NYALES20/WETTZELL 3283002125.34 1.47 1.21 1.00 0.34 2.36
BAS_LCL: 05DEC15XE EPOCH: 2005.9583 NYALES20/WETTZELL 3283002126.78 2.24 0.08 1.71 3.84 6.2
BAS_LCL: 05DEC20XH EPOCH: 2005.97187 NYALES20/WETTZELL 3283002127.66 2.59 -1.52 2.56 14.82 7.95
BAS_LCL: 05DEC22XE EPOCH: 2005.97747 NYALES20/WETTZELL 3283002126.7 1.59 2.44 2.20 11.97 5.1
BAS_LCL: 05DEC29XE EPOCH: 2005.99663 NYALES20/WETTZELL 3283002117.42 1.30 -4.02 1.58 8.77 4.19
BAS_LCL: 06JAN03XA EPOCH: 2006.01015 NYALES20/WETTZELL 3283002116.72 2.11 -2.64 1.39 -8.20 5.71
BAS_LCL: 06JAN09XA EPOCH: 2006.02657 NYALES20/WETTZELL 3283002122.34 1.46 -1.69 1.25 12.37 4.91
BAS_LCL: 06JAN17XA EPOCH: 2006.04847 NYALES20/WETTZELL 3283002121.93 1.97 -2.07 1.28 4.79 5.73
BAS_LCL: 06JAN23XA EPOCH: 2006.06489 NYALES20/WETTZELL 3283002124.03 2.51 -0.76 2.59 -0.41 7.41
BAS_LCL: 06JAN24XA EPOCH: 2006.0677 NYALES20/WETTZELL 3283002117.51 1.66 0.29 1.68 -2.05 3.15
BAS_LCL: 06JAN25XA EPOCH: 2006.07049 NYALES20/WETTZELL 3283002122.54 0.96 3.54 1.57 4.01 3.4
BAS_LCL: 06JAN30XA EPOCH: 2006.08407 NYALES20/WETTZELL 3283002122.09 1.77 -0.18 1.31 -2.01 5.02
BAS_LCL: 06FEB06XA EPOCH: 2006.10323 NYALES20/WETTZELL 3283002124.72 2.52 0.41 1.48 6.21 7.68
BAS_LCL: 06FEB07XH EPOCH: 2006.10603 NYALES20/WETTZELL 3283002107.06 4.45 -7.46 3.20 13.69 11.39
BAS_LCL: 06FEB13XA EPOCH: 2006.1224 NYALES20/WETTZELL 3283002123.53 1.33 -4.63 1.20 11.83 3.81
BAS_LCL: 06FEB20XA EPOCH: 2006.14156 NYALES20/WETTZELL 3283002124.71 1.91 -2.04 1.38 8.02 5.42
BAS_LCL: 06FEB27XA EPOCH: 2006.16079 NYALES20/WETTZELL 3283002120.29 1.39 0.95 1.22 8.30 3.99
BAS_LCL: 06MAR27XA EPOCH: 2006.23739 NYALES20/WETTZELL 3283002118.52 1.48 -1.07 1.19 26.34 4.72
BAS_LCL: 06MAR29XA EPOCH: 2006.24298 NYALES20/WETTZELL 3283002117.42 1.20 4.40 1.47 6.46 4.04
BAS_LCL: 06APR26XA EPOCH: 2006.31964 NYALES20/WETTZELL 3283002119.64 1.13 0.55 1.27 8.10 3.69
BAS_LCL: 06MAY29XA EPOCH: 2006.4093 NYALES20/WETTZELL 3283002125.34 1.80 4.37 2.89 15.67 5.56
BAS_LCL: 06MAY30XA EPOCH: 2006.41261 NYALES20/WETTZELL 3283002122.2 1.34 0.01 1.01 7.43 3.98
BAS_LCL: 06JUN06XA EPOCH: 2006.43177 NYALES20/WETTZELL 3283002123.62 1.35 0.80 1.17 12.82 4.2
BAS_LCL: 06JUN12XA EPOCH: 2006.4482 NYALES20/WETTZELL 3283002124.9 1.28 0.24 0.93 11.84 4.14
BAS_LCL: 06JUN19XA EPOCH: 2006.46736 NYALES20/WETTZELL 3283002122.38 1.40 1.24 1.23 -2.94 4.0
BAS_LCL: 06JUN26XA EPOCH: 2006.48653 NYALES20/WETTZELL 3283002128.66 1.85 5.68 1.32 -11.06 5.48
BAS_LCL: 06JUN28XA EPOCH: 2006.49212 NYALES20/WETTZELL 3283002122.62 0.96 5.98 1.49 1.73 3.19
BAS_LCL: 06JUL03XA EPOCH: 2006.50512 NYALES20/WETTZELL 3283002122.51 2.09 2.43 4.54 10.48 8.12
BAS_LCL: 06JUL05XA EPOCH: 2006.51117 NYALES20/WETTZELL 3283002120.45 2.23 1.17 1.64 -0.81 6.19
BAS_LCL: 06JUL10XA EPOCH: 2006.52486 NYALES20/WETTZELL 3283002123.07 1.95 5.47 1.69 3.34 5.81
BAS_LCL: 06JUL11XA EPOCH: 2006.52766 NYALES20/WETTZELL 3283002121.2 2.67 -0.14 1.98 -13.95 7.3
BAS_LCL: 06JUL17XA EPOCH: 2006.54403 NYALES20/WETTZELL 3283002122.45 1.52 5.01 1.36 3.34 5.17
BAS_LCL: 06JUL19XA EPOCH: 2006.54961 NYALES20/WETTZELL 3283002125.79 1.15 3.06 1.52 6.07 3.85
BAS_LCL: 06AUG16XA EPOCH: 2006.62617 NYALES20/WETTZELL 3283002130.29 1.50 0.64 1.36 6.44 4.53
BAS_LCL: 06AUG21XA EPOCH: 2006.63994 NYALES20/WETTZELL 3283002126.98 1.74 0.52 1.35 10.40 5.02
BAS_LCL: 06AUG28XA EPOCH: 2006.65902 NYALES20/WETTZELL 3283002129.06 2.13 5.32 1.36 4.15 5.67
BAS_LCL: 06AUG30XA EPOCH: 2006.66461 NYALES20/WETTZELL 3283002128.78 1.82 0.93 1.44 11.89 4.53
BAS_LCL: 06SEP04XA EPOCH: 2006.6776 NYALES20/WETTZELL 3283002130.07 1.40 -1.96 1.61 -0.62 4.07
BAS_LCL: 06SEP05XA EPOCH: 2006.68093 NYALES20/WETTZELL 3283002123.6 1.58 1.53 1.26 23.81 4.64
BAS_LCL: 06SEP11XA EPOCH: 2006.69735 NYALES20/WETTZELL 3283002125.44 0.80 0.49 0.94 7.06 2.53
BAS_LCL: 06SEP13XA EPOCH: 2006.70294 NYALES20/WETTZELL 3283002128.0 2.05 5.88 1.42 -7.52 5.54
BAS_LCL: 06SEP18XA EPOCH: 2006.71651 NYALES20/WETTZELL 3283002126.83 1.32 2.29 1.14 8.77 4.29
BAS_LCL: 06SEP19XA EPOCH: 2006.71931 NYALES20/WETTZELL 3283002125.4 0.79 1.82 1.28 8.89 2.75
BAS_LCL: 06SEP25XA EPOCH: 2006.73568 NYALES20/WETTZELL 3283002123.2 1.49 3.88 1.13 -3.20 4.28
BAS_LCL: 06OCT02XA EPOCH: 2006.75484 NYALES20/WETTZELL 3283002126.15 1.02 -0.87 1.03 -2.43 3.37
BAS_LCL: 06OCT04XA EPOCH: 2006.76044 NYALES20/WETTZELL 3283002124.22 0.74 0.09 1.18 11.23 2.48
BAS_LCL: 06OCT09XA EPOCH: 2006.77404 NYALES20/WETTZELL 3283002126.23 1.25 1.65 1.17 -6.90 3.97
BAS_LCL: 06OCT30XA EPOCH: 2006.83151 NYALES20/WETTZELL 3283002125.34 1.14 -0.45 1.04 -0.45 3.68
BAS_LCL: 06NOV06XA EPOCH: 2006.85067 NYALES20/WETTZELL 3283002124.75 0.70 -0.13 0.82 1.59 2.46
BAS_LCL: 06NOV13XA EPOCH: 2006.86983 NYALES20/WETTZELL 3283002126.94 1.08 0.18 0.97 3.77 3.46
BAS_LCL: 06NOV14XA EPOCH: 2006.87262 NYALES20/WETTZELL 3283002125.9 1.43 3.53 0.95 3.55 2.47
BAS_LCL: 06NOV15XA EPOCH: 2006.87543 NYALES20/WETTZELL 3283002125.35 0.77 16.16 2.01 2.70 2.87
BAS_LCL: 06NOV20XA EPOCH: 2006.889 NYALES20/WETTZELL 3283002124.07 1.20 2.33 0.90 0.19 3.43
BAS_LCL: 06NOV21XE EPOCH: 2006.89191 NYALES20/WETTZELL 3283002126.6 1.70 0.13 1.85 -1.09 5.47
BAS_LCL: 06NOV27XA EPOCH: 2006.90817 NYALES20/WETTZELL 3283002125.4 1.35 -0.87 1.06 1.86 4.16
BAS_LCL: 06NOV28XH EPOCH: 2006.91095 NYALES20/WETTZELL 3283002124.29 1.44 2.90 1.63 7.08 4.56
BAS_LCL: 06DEC04XA EPOCH: 2006.92733 NYALES20/WETTZELL 3283002124.25 1.02 0.15 1.08 -6.26 3.37
BAS_LCL: 06DEC05XH EPOCH: 2006.93012 NYALES20/WETTZELL 3283002124.01 1.96 -0.92 1.92 8.55 6.29
BAS_LCL: 06DEC06XA EPOCH: 2006.93292 NYALES20/WETTZELL 3283002121.73 2.12 -6.53 1.98 0.94 6.23
BAS_LCL: 06DEC11XA EPOCH: 2006.94649 NYALES20/WETTZELL 3283002122.49 0.98 -1.20 1.10 10.40 3.27
BAS_LCL: 06DEC12XA EPOCH: 2006.94929 NYALES20/WETTZELL 3283002123.57 0.84 0.75 0.72 2.46 2.96
BAS_LCL: 06DEC18XA EPOCH: 2006.96566 NYALES20/WETTZELL 3283002121.51 1.20 -0.27 1.12 7.23 3.84
BAS_LCL: 06DEC27XA EPOCH: 2006.9903 NYALES20/WETTZELL 3283002125.39 1.32 3.91 2.01 5.88 4.38
BAS_LCL: 07JAN02XA EPOCH: 2007.00673 NYALES20/WETTZELL 3283002125.2 1.91 0.13 1.36 -0.25 6.53
BAS_LCL: 07JAN04XE EPOCH: 2007.01237 NYALES20/WETTZELL 3283002124.49 1.26 -7.31 3.22 6.98 4.37
BAS_LCL: 07JAN08XA EPOCH: 2007.02258 NYALES20/WETTZELL 3283002128.65 1.35 -0.42 1.11 3.74 3.29
BAS_LCL: 07JAN09XA EPOCH: 2007.02589 NYALES20/WETTZELL 3283002125.28 0.79 -0.75 0.71 11.52 2.55
BAS_LCL: 07JAN11XE EPOCH: 2007.03154 NYALES20/WETTZELL 3283002123.4 1.32 0.23 1.43 3.56 4.32
BAS_LCL: 07JAN15XA EPOCH: 2007.04232 NYALES20/WETTZELL 3283002118.79 1.37 -0.45 1.02 -4.95 4.23
BAS_LCL: 07JAN22XA EPOCH: 2007.06149 NYALES20/WETTZELL 3283002122.88 0.72 0.26 0.87 6.05 2.25
BAS_LCL: 07JAN24XA EPOCH: 2007.06708 NYALES20/WETTZELL 3283002126.89 2.03 0.49 2.07 10.82 4.84
BAS_LCL: 07JAN29XA EPOCH: 2007.08065 NYALES20/WETTZELL 3283002122.57 1.62 -2.55 1.29 7.49 5.0
BAS_LCL: 07FEB01XE EPOCH: 2007.08904 NYALES20/WETTZELL 3283002123.96 1.33 1.77 1.36 6.23 4.41
BAS_LCL: 07FEB05XA EPOCH: 2007.09982 NYALES20/WETTZELL 3283002123.7 0.70 -2.93 0.62 2.63 2.21
BAS_LCL: 07FEB06XH EPOCH: 2007.1026 NYALES20/WETTZELL 3283002120.39 1.66 -0.72 1.34 3.96 5.13
BAS_LCL: 07FEB12XA EPOCH: 2007.11898 NYALES20/WETTZELL 3283002125.19 1.18 -0.47 1.13 -0.79 3.42
BAS_LCL: 07FEB15XE EPOCH: 2007.12737 NYALES20/WETTZELL 3283002120.99 1.81 -0.51 1.37 -1.53 5.1
BAS_LCL: 07FEB19XA EPOCH: 2007.13756 NYALES20/WETTZELL 3283002122.56 1.14 -0.13 1.13 -10.23 3.19
BAS_LCL: 07FEB20XA EPOCH: 2007.14088 NYALES20/WETTZELL 3283002117.9 1.40 -1.95 0.91 -9.77 4.06
BAS_LCL: 07FEB21XA EPOCH: 2007.14374 NYALES20/WETTZELL 3283002119.6 0.99 -1.07 1.02 -10.85 3.45
BAS_LCL: 07FEB22XE EPOCH: 2007.14653 NYALES20/WETTZELL 3283002123.18 1.08 2.10 1.43 -1.97 3.69
BAS_LCL: 07FEB26XA EPOCH: 2007.15731 NYALES20/WETTZELL 3283002125.16 0.89 -1.42 1.08 8.83 2.7
BAS_LCL: 07MAR05XA EPOCH: 2007.17647 NYALES20/WETTZELL 3283002121.46 1.43 -2.28 1.15 -1.71 4.24
BAS_LCL: 07MAR19XA EPOCH: 2007.2148 NYALES20/WETTZELL 3283002125.7 1.22 0.04 1.08 13.28 3.27
BAS_LCL: 07MAR26XA EPOCH: 2007.23397 NYALES20/WETTZELL 3283002124.16 1.29 -0.47 1.01 -1.31 3.56
BAS_LCL: 07MAR27XA EPOCH: 2007.23677 NYALES20/WETTZELL 3283002121.77 2.37 -1.79 1.81 -7.44 6.17
BAS_LCL: 07MAR28XA EPOCH: 2007.23956 NYALES20/WETTZELL 3283002123.77 0.74 2.58 1.12 1.99 2.31
BAS_LCL: 07APR02XA EPOCH: 2007.25314 NYALES20/WETTZELL 3283002123.61 0.96 2.42 0.78 4.75 2.9
BAS_LCL: 07APR10XA EPOCH: 2007.27504 NYALES20/WETTZELL 3283002121.46 0.97 0.78 0.84 -3.19 2.94
BAS_LCL: 07APR17XA EPOCH: 2007.2942 NYALES20/WETTZELL 3283002124.27 1.66 2.43 1.09 8.43 4.64
BAS_LCL: 07APR23XA EPOCH: 2007.31063 NYALES20/WETTZELL 3283002121.24 0.99 0.69 1.21 -7.04 3.17
BAS_LCL: 07APR25XA EPOCH: 2007.31622 NYALES20/WETTZELL 3283002122.87 0.87 -0.99 1.38 1.37 2.77
BAS_LCL: 07MAY02XA EPOCH: 2007.33527 NYALES20/WETTZELL 3283002119.72 1.11 2.60 2.84 3.48 3.95
BAS_LCL: 07MAY07XA EPOCH: 2007.34896 NYALES20/WETTZELL 3283002125.57 1.57 0.37 1.17 -5.18 4.22
BAS_LCL: 07MAY14XA EPOCH: 2007.36812 NYALES20/WETTZELL 3283002122.3 1.53 -0.28 1.15 3.97 4.4
BAS_LCL: 07MAY15XH EPOCH: 2007.37091 NYALES20/WETTZELL 3283002126.7 1.17 -1.22 1.09 10.90 3.98
BAS_LCL: 07MAY21XA EPOCH: 2007.38729 NYALES20/WETTZELL 3283002122.68 1.71 -1.84 1.31 -10.26 5.15
BAS_LCL: 07MAY22XA EPOCH: 2007.39008 NYALES20/WETTZELL 3283002124.76 1.78 1.33 1.81 12.88 7.0
BAS_LCL: 07MAY29XA EPOCH: 2007.40919 NYALES20/WETTZELL 3283002122.06 1.69 0.64 1.11 -1.52 4.58
BAS_LCL: 07JUN04XA EPOCH: 2007.42562 NYALES20/WETTZELL 3283002124.81 1.25 -0.81 0.98 -9.76 3.79
BAS_LCL: 07JUN11XA EPOCH: 2007.44478 NYALES20/WETTZELL 3283002123.33 1.62 -4.33 1.48 -7.40 5.02
BAS_LCL: 07JUN18XA EPOCH: 2007.46395 NYALES20/WETTZELL 3283002122.09 2.19 -0.68 1.32 -7.37 5.79
BAS_LCL: 07JUN25XA EPOCH: 2007.48311 NYALES20/WETTZELL 3283002125.22 1.83 3.01 1.49 -5.87 5.34
BAS_LCL: 07JUN26XA EPOCH: 2007.48591 NYALES20/WETTZELL 3283002129.45 7.24 12.69 4.97 31.72 21.12
BAS_LCL: 07JUN27XA EPOCH: 2007.48871 NYALES20/WETTZELL 3283002124.24 0.96 -3.94 1.72 -3.36 3.18
BAS_LCL: 07JUL02XA EPOCH: 2007.50228 NYALES20/WETTZELL 3283002123.1 2.05 1.73 1.47 1.75 5.61
BAS_LCL: 07JUL03XA EPOCH: 2007.50506 NYALES20/WETTZELL 3283002125.31 1.87 -6.21 3.04 -0.43 5.18
BAS_LCL: 07AUG01XA EPOCH: 2007.58453 NYALES20/WETTZELL 3283002127.21 2.99 -4.31 2.67 24.91 9.4
BAS_LCL: 07AUG06XA EPOCH: 2007.5981 NYALES20/WETTZELL 3283002126.39 1.57 2.98 1.14 0.38 4.27
BAS_LCL: 07AUG08XA EPOCH: 2007.60369 NYALES20/WETTZELL 3283002125.59 0.90 1.17 1.09 1.84 2.09
BAS_LCL: 07AUG13XA EPOCH: 2007.61727 NYALES20/WETTZELL 3283002128.44 1.73 0.26 1.47 7.77 5.49
BAS_LCL: 07AUG20XA EPOCH: 2007.63643 NYALES20/WETTZELL 3283002129.16 1.64 1.10 1.20 -1.81 4.62
BAS_LCL: 07AUG27XA EPOCH: 2007.6556 NYALES20/WETTZELL 3283002128.78 0.85 0.20 0.99 -7.50 2.63
BAS_LCL: 07SEP03XA EPOCH: 2007.67418 NYALES20/WETTZELL 3283002132.38 2.19 3.22 2.19 -2.79 5.03
